index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
3121,Ive been applying and applying over and over for a long time since the original day of Apple wallet Apple Pay originating I have been denied every single time and I just its gotten to me it hurts my feelings and I dont like it,unknown,unknown,none,Apple Pay,online,unknown
3128,I have filled serval complaints regarding this ongoing problem with wells Fargo as you can see from the previous. I still have not had a direct answer to what I have been asking for.,unknown,unknown,none,Wells Fargo,other,unknown
3127,"XXXX XXXX CARD Phone Number ( XXXX ) XXXX Address XXXX XXXX XXXX XXXX  XXXX XXXX DE This was not me. I suspect a man named XXXX XXXX XXXX XXXX XXXX XXXX. 
Birthday XXXX",unknown,credit_card,unknown,unknown,unknown,unknown
3126,"More than once, XXXX has failed to take out of my let me know that the XXXX was not processed then months later I would randomly take it out of my account.",debit,checking,none,XXXX,other,outgoing
3134,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,none,unknown,unknown,unknown
3131,The fact that I always make timely payments on this account is causing me a great deal of XXXX I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.,payment,credit_card,none,unknown,online,outgoing
3130,Account shows account balance and reports as fraudulent account. I never had a balance or was fraudulent. please fix.,unknown,unknown,unknown,unknown,unknown,unknown
3136,The account was paid in full and not settled for less than the amount owed. I was advised that the account would be removed from my credit report once the payment was posted. The account is still reporting as a charge off.,payment,credit_card,none,unknown,unknown,outgoing
3135,The fact that I always make timely payments on this account is causing me a great deal of XXXX. I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.,payment,credit_card,none,unknown,online,outgoing
3132,I dont recognize the charge from this company and its on my credit report Ive never used these services.XXXX XXXXXXXX XXXX and SYNCB/AMAZON,unknown,credit_card,none,AMAZON,card_not_present,outgoing
3133,"XXXX XXXX XXXX XXXX XXXX reported an incorrect balance. Has an account open that is closed and listed as collections. The account is paid in full. I have a close supporting documents, showing the original move out date from the acting landlord.",other,unknown,none,unknown,unknown,unknown
3137,"Upon checking my credit report, I noticed some billing mistakes. The reported late payments are not consistent with my payment habits. Kindly correct these errors and update my account details.",unknown,credit_card,none,unknown,unknown,unknown
3139,This account was charge for value and return for value and discharged on XX/XX/year> so there should be no negative reporting as a XXXX written off as charge off on the bank XXXX XXXX,chargeback,checking,none,unknown,unknown,unknown
3138,The fact that I always make timely payments on this account is causing me a great deal of XXXX. I have never missed a payment and I am very diligent about it.,payment,credit_card,none,unknown,online,outgoing
3146,"i XXXX my wife, XXXX XXXX ; it did not get posted I contacted Wells Fargo for the return of my funds they said they could not post for 2 days this is my money ; I want back immediately",transfer,checking,checking,Wells Fargo,unknown,incoming
3145,"XXXX/Bank of America XXXX XXXX XXXX XXXX, NY XXXX XXXX This creditor is no longer in service and unable to be reached. The number is out of service, the address belongs to an abandoned building. 

High Balance of {$9500.00} as of XX/XX/XXXX High Balance of {$2800.00} as of XX/XX/XXXX",unknown,unknown,unknown,Bank of America,unknown,unknown
3147,"Amex does not list APRs in the app. You have to logon to a browser to see the APR. with most people managing accounts with their mobile devices, it seems a weird thing to hide.",unknown,credit_card,none,Amex,online,unknown
3143,"I need your assistance in reviewing accounts from companies that are incorrectly reporting late payments. After checking my credit report, I found that certain accounts have late payment marks that should not be there. These accounts should not show any late payment remarks.",unknown,unknown,none,unknown,unknown,unknown
3142,I received checks in the mail from E trade financial.I do not have or never had any type of account with them.Hackers? What should I do?,other,unknown,unknown,E trade financial,other,incoming
3144,"We received notification this was part of the student loan forgiveness, this was a parent plus loan. It is still showing on my credit report. It should be forgiven with a XXXX balance",other,loan,none,unknown,unknown,unknown
3148,Im financially damaged because i had to hire XXXX XXXX to aid in removing this inner derogatory of my report. The statue of limitation in North Carolina is 3 years. The drop off date is XX/XX/2020 for this charge that is trying to be reinstated into my report.,other,unknown,none,XXXX XXXX,unknown,unknown
3140,Recently I checked my credit reported and noticed multiple billing errors under 15 U.S. code 1666 ( b ) billing error- ( 4 ) The creditors failure to reflect properly on a statement a payment made by the obligor or a credit issued to the obligor.,payment,credit_card,none,unknown,online,incoming
3141,XX/XX/XXXX I applied for an extension of credit with the company Aspire and was denied.,other,unknown,none,Aspire,online,unknown
3149,"On XX/XX/2020, my Fico credit score decreased due to inaccurate information. American Express has incorrect balance on my credit report and fails to report my updated correct balances to the credit bureau.",unknown,credit_card,unknown,American Express,online,unknown
3150,XXXX XXXX Account Closing notification Keep calling customer number and multiple visit to the branch.,unknown,unknown,none,unknown,branch,unknown
3152,I see multiple 30-60 days late marks which is a clear violation of my right under the FCRA. The company has never responded to any of my attempts to obtain any proof or documentation that will prove this account is being reported accurately.,other,unknown,unknown,unknown,unknown,unknown
3154,these accounts were opened fraudulently without my knowledge. I have filed an identity theft report with the FTC because I never benefited from any of the transactions from these accounts. These accounts need to be closed to prevent further use of my information and identity theft.,unknown,unknown,none,unknown,unknown,unknown
3155,"There are many inaccuracies in my credit report. I don't recognize this CAP ONE AUTO. The Date of Last Active differently ; XXXX XX/XX/XXXX, XXXX XX/XX/XXXX. XXXX is not reporting this account. Also, if it is a charge-off account then there should be no balance on this report.",unknown,credit_card,none,Capital One,unknown,unknown
3153,"XXXX XXXXXXXX XXXX, this account information is not correct. The last payment was XX/XX/2020, but the creditor says XX/XX/2020. It shows a balance of {$1600.00}, but they say it's {$0.00}.",payment,unknown,unknown,unknown,unknown,outgoing
3151,Selene Finance increased my monthly payment by {$79.00} in the month of XXXX and did not provide any explanation or notice that this was being done. I was then charged a late fee because I paid the normal monthly payment not knowing they increased it.,fee,unknown,none,Selene Finance,unknown,outgoing
3156,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,none,unknown,unknown,unknown
3159,Chase refuses to close my credit card account and keeps sending me new credit cards.,other,credit_card,none,Chase,online,unknown
3157,I've been trying to go in and out of my blockchain wallet and I have not been able to since about the XXXX or XXXX of XXXX I just recently moved a large sum of XXXX into my wallet and I'm having a lot of trouble accessing it,unknown,unknown,unknown,blockchain,online,incoming
3158,"Capital One holding direct deposit for over XXXX after receiving deposit that was supposed to be posted on XXXX XXXXXX/XX/year>, making my account overdraft and causing major financial distress. They have not provided any solutions after multiple attempts to get answers",deposit,checking,none,Capital One,online,incoming
3161,"Discover Is attempting to collect on a debt I do not owe. This debt had been paid off, and they are still showing a balance.",other,credit_card,none,Discover,online,outgoing
3160,"The company did not call XXXX XXXX XXXX XXXX of Montana. I ask them to resend the statement a couple of times to XXXX XXXX and they would say we had no insurance. I have insurance, they failed to bill correctly.",other,unknown,none,XXXX XXXX XXXX XXXX of Montana,unknown,unknown
3162,A credit card was order using my information as fraud which resulted in a hard inquiry on my credit report. All three of my credit files had and currently still has a freeze on them so a credit card shouldn't have been able to be ordered.,other,credit_card,none,unknown,unknown,unknown
3164,Chime has opened accounts multiple accounts. In my name multiple times. And have been asked to close Im not sure they are they never send me anything ever.,other,other,none,Chime,online,unknown
3163,"XX/XX/XXXX, {$2000.00} was sent to an account that Never provided any service. Unfortunately I was scammed",transfer,unknown,unknown,unknown,unknown,outgoing
3169,"I see hard inquiries on my credit report that I did not authorize. 

XXXX XXXX XXXX, 2024 XXXX XXXX XXXX XXXX XX/XX/year> XXXX XXXX  XXXX XX/XX/year> 2024",unknown,unknown,unknown,unknown,unknown,unknown
3165,"The account in question is XXXX/XXXX Account # XXXX the issue at hand is a late in XX/XX/2020, I was unable to make the payment due to Co-vid. When I was well enough to work I did make the payment immediately.",payment,checking,unknown,unknown,online,outgoing
3167,"Applied for a credit card through Credit karma, now I have hard inquiries, it lowered all my credit scores. Did not approve that!",unknown,unknown,none,Credit Karma,online,unknown
3168,"Here at bank of America I made a deposit for checking and savings account plan time plus, at XXXX XXXX XXXX XXXX XXXX And all unauthorized transactions action on account and debit cards in was frauded.",deposit,checking,savings,XXXX XXXX XXXX XXXX XXXX,branch,incoming
3166,i was told that after i paid the account it was going to be removed off of my credit,payment,credit_card,unknown,unknown,unknown,outgoing
3171,"Without cause, TD Bank decreased my credit limit from {$5000.00} to {$3900.00}, therefore increasing my credit usage which negatively affects my fico score. I do not have any late payments.",other,credit_card,none,TD Bank,unknown,unknown
3170,Update the late payment to paid as agreed,payment,unknown,unknown,unknown,unknown,outgoing
3172,I had my account taken over they opened a new account fraudulently. I had to open an account. Havent received no credits. I call and being lied to and told different things. Worst customer service.,other,checking,checking,unknown,unknown,unknown
3173,Barclays reported I was 30days late and I had a balance due.,payment,credit_card,none,Barclays,online,outgoing
3176,Why does your payment link for loan XXXX say that there is no payment due? You advertise a payment can be made online. But thats a lie because it says no balance due.,payment,loan,none,unknown,online,outgoing
3174,"My grandmother added me to her credit card. The card reports to XXXX  and XXXX, but not to XXXX. Can this be corrected?",unknown,credit_card,none,unknown,unknown,unknown
3175,I wasn't able to cash a good check I submitted a clear image of the check,deposit,checking,none,none,mobile_check,incoming
3177,discover card has not updated my balance which is XXXX $ with the credit bureaus.,unknown,credit_card,none,Discover Card,unknown,unknown
3178,"This morning I tried to buy a flight with my Regions Now Card. Ending in XXXX. 
The bank kept changing my information and denying me all purchases. They also told me maybe my business was not wanted when I called to complain.",purchase,credit_card,unknown,Regions,card_not_present,outgoing
3179,Dont link my bank account,unknown,checking,none,unknown,unknown,unknown
3181,"XXXX XXXX and XXXX XXXX XXXX were both paid off in full but both are still being reported as being late and in collection, charge off status.",payment,unknown,none,unknown,unknown,outgoing
3180,Received a collection letter for a {$970.00} balance of a XXXX account. I 've never had a XXXX XXXX Account.,other,unknown,none,XXXX XXXX Account,online,outgoing
3182,I had a XXXX unemployment card issued in my name I have never received. My information was used without my consent.,other,other,none,XXXX unemployment card,other,unknown
3185,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,other,unknown,unknown,unknown,unknown,unknown
3183,"I attempted to deposit {$1300.00} into my XXXX account through an authorized Pnc atm. The machine took my money, then told me the transaction was not allowed. When I called the atm customer service, XXXX, the representative who answered the phone was rude and short.",deposit,checking,checking,PNC Bank,ATM,incoming
3184,The company closed my account for using my boyfriends card on my account and when we showed all banking statements they still couldnt send me or my boy his money back,refund,credit_card,credit_card,unknown,unknown,incoming
3187,Chime closed my account on XX/XX/2022 with no explanation. I have tried to contact them and they won't give me any anwaers as to why. I had a credit builder card with them.,other,credit_card,none,Chime,unknown,unknown
3186,SHOWING INCORECT INFORMATION BALANCE WITH XXXX,unknown,unknown,unknown,unknown,unknown,unknown
3188,Wells Fargo has put a hard hold on my 4 accounts and will not give me my money in the accounts. There has been no reason as they have decided to do this and will not tell me why.,other,checking,none,Wells Fargo,other,unknown
3189,"Opened checking account with New Customer promo advertisement. Met all the terms and conditions to qualify for credit of {$300.00}. Called customer service after 90 days with no credit of funds, representative stated they do not guarantee their promotions and refused to apply promotional advertisement. This is US Bank",credit,checking,checking,US Bank,online,incoming
3190,The current issue is causing me significant distress and is having a negative impact on my sleep. It is challenging for me to accept this situation. I implore you to take immediate action to update my account.,unknown,unknown,unknown,unknown,unknown,unknown
3193,"By the provisions of the Fair Credit Reporting Act, I am submitting this complaint to request that the listed account which I believe appears to be inaccurate and incomplete be immediately investigated and corrected on my credit file. 
XXXX XXXX XXXX XXXX XXXX Balance : XXXX",unknown,unknown,none,unknown,unknown,unknown
3191,"I want this late payment remove from my account, and I never been late with this account I working so hard to pay this monthly and this is not acceptable. 
See the documents attached.",payment,credit_card,none,unknown,unknown,outgoing
3192,I was a victim of a fraudulent transaction consisting of using the XXXX  platform on chase on XX/XX/2022. The amount was of two transactions of XXXX each or XXXX in total. I went to my bank and they said there was nothing they could do to solve this problem.,debit,checking,unknown,XXXX,online,outgoing
3194,"XXXX filed complaints with Capital One, The Credit Bureaus and The Federal Trade Commission XXXX",unknown,unknown,none,Capital One,online,unknown
3195,"I tried getting a credit card through XXXXXXXX XXXX XXXX. I tried to see if I was prequalifying. I got notified that I was not. Not to mention, I have a good credit so highly confused on why I am not being qualified",unknown,unknown,credit_card,XXXXXXXX XXXX XXXX,online,unknown
3196,Someone Applied with my info!!! Fraudulent account.,other,unknown,unknown,unknown,unknown,unknown
3197,Upon checking my credit report i notice a debt collector trying to collect a debt that i have no knowledge of i have never signed a contract with them in person nor electronically neither any of there affiliates,other,unknown,none,unknown,unknown,unknown
3198,"I want this late payment remove from my account, and I never been late with this account I working so hard to pay this monthly and this is not acceptable. 
See the documents attached.",fee,credit_card,none,unknown,unknown,unknown
3199,"I'm deeply troubled by this matter and it's impacting my sleep. I've consistently made payments on time, so I'm requesting an immediate update to my account due to the distress it's causing me.",payment,credit_card,none,unknown,online,outgoing
3203,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,none,unknown,unknown,unknown
3207,For a long time I asked about someone accessing my account and why my bank can transfer funds also they keep saying to me that they have worked on it but don't fix it. Since 2023,transfer,unknown,unknown,unknown,unknown,unknown
3204,This account was agreed to be deleted by the creditor and or reported paid with no credit balance.,other,credit_card,none,unknown,unknown,unknown
3206,I have XXXX credit card accounts that are not minds and was open up in my name as fraud. I File an identity theft report and a police report. Here are the accounts : XXXX XXXX balance XXXX XXXX XXXX balance XXXX XXXX XXXX bank balance {$380.00},other,credit_card,unknown,unknown,unknown,unknown
3200,I was speaking with the wire transfer department. I was having a hard time getting my questions answered and the agent was insulting my XXXX. I then asked to be accommodated within the ADA so the agent hung up on me.,other,unknown,none,wire transfer department,branch,unknown
3209,I have filed a previous complaint but jhave NO RESPONSE from CFPB and PayPal XXXX No one has gotten back with me! You just cant close the case without and response from PayPal and or CFPB?,unknown,unknown,none,PayPal,online,unknown
3202,I see multiple 30-150 days late marks which is a clear violation of my right under the FCRA. The company has never responded to any of my attempts to obtain any proof or documentation that will prove this account is being reported accurately.,other,unknown,none,unknown,unknown,unknown
3205,I was sent a check from someone online of XXXX and took a picture of what was sent and later on the amount was taken from my account and caused my account to decline I cant access it along with my parents cards declining.,deposit,checking,none,unknown,mobile_check,incoming
3201,Citi bank closed my account and never sent me my funds in the remaining balance. XXXX XXXX,transfer,checking,none,Citi bank,other,outgoing
3208,"Wells Fargo Bank NA
XXXX XXXX XXXX XXXX XXXX XXXX XXXX
XXXX XXXX XXXX XXXX XXXX, CA XXXXXXXX

ACCT PAID OFF. PLEASE REPORT THE ZERO BALANCE ASAP. 

THANK YOU 
XXXX XXXX XXXXXXXX",payment,checking,loan,Wells Fargo Bank NA,online,outgoing
3210,"I have filed multiple fraud alerts to cashapp, and they never disputed them. 
Unauthorized purchases Taking money out of my account for no reason And taking money out of my account when I put money in",purchase,checking,unknown,cashapp,online,outgoing
3215,"ID THEFT NOT RESOLVED Source XXXX XXXX Date XX/XX/2018 Balance Date XX/XX/2018 Balance Amount {$51000.00} Open Date XX/XX/2018 Status Date XX/XX/2018 Name FORD MOTOR CREDIT CO . 
Phone ( XXXX ) XXXX XXXX Address XXXX XXXX XXXX City XXXX State XXXX Zip XXXX",unknown,unknown,none,FORD MOTOR CREDIT CO,unknown,unknown
3212,"Please review the attached documents. I am urging the bureau to initiate an investigation into these accounts, as they are erroneously reporting me as late despite my punctuality.",unknown,unknown,none,unknown,unknown,unknown
3213,I am current and up to date on all of my medical payments. I have health insurance so I often only pay a copay. I have no recollection of ever incurring this charge to my record.,payment,checking,other,medical,online,outgoing
3214,"Unable to link my funding source on XXXX, says PNC restricted the way I can link to my banking account.",other,checking,unknown,PNC,online,unknown
3211,I received my pay check direct deposit on XXXX it is now XXXX the bank has not processed the direct deposit and it is just sitting there in limbo. They have not made those funds available to me. As I understand those funds should be available next business day.,deposit,checking,none,unknown,online,incoming
3219,There was a credit card application on XX/XX/2023 for JP Morgan Chase bank. I didnt submit or apply for this application. My credit protection company notified me and we worked with bank to cancel the application.,other,credit_card,none,JP Morgan Chase,online,unknown
3217,"TIAA Bank has held on to my funds, in the form of a large check, since XX/XX/2019 and has not returned to me the said check.",deposit,checking,none,TIAA Bank,branch,incoming
3216,"I want this late payment deleted from my account within 15 days, this is not mine, I'm not aware of this, Under USC 1666b.

See the documents attached.",payment,credit_card,none,unknown,unknown,outgoing
3218,I am trying to link my cash app to my XXXX bank card and it keeps telling me I cant,other,other,other,Cash App,online,unknown
3221,"CitiBank has been negligent in refunding money that was fraudulent taken from my account. Allowing my account to be hacked was their responsibility. 
Money lost : XX/XX/2021 - criminal used my account to pay his credit card bill {$2600.00} XX/XX/2021- wrote a fraudulent check from my account {$3000.00}",debit,checking,credit_card,CitiBank,online,outgoing
3220,XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX I disputed a charge of medical bill from account XXXX XXXX XXXX XXXX XXXX in the amount of {$3300.00}. The investigation can back as verified and I requested a method of verification. The method of verification was not provided to me.,debit,checking,none,medical bill,unknown,outgoing
3222,PNC banking institution used questionable tactics over customer service telephone services in order to mislead me into believing that a fee would be removed/waived. They never provided preventive resolutions on the issue until I filed an internal complaint and was futher escalated.,fee,checking,none,PNC,online,outgoing
3227,HELLO MY NAME IS XXXX XXXX XXXX XXXX THE BANK MADE THE DECISION TO CLOSE MY PERSONAL CHECKING ACCOUNT BUT I HAVE NOT RECEIVED THE FUNDS I HAVE MORE THAN 10 BUSINESS DAYS SINCE THE ACCOUNTS CLOSED AND I DID NOT RECEIVE MY MONEY WHAT HAPPENED WITH MY MONEY,transfer,checking,unknown,none,other,outgoing
3223,"Under the FCRA, I can seek statutory damages if a creditor furnishes inaccurate information about a debt, such as incorrectly reporting a charge-off while still claiming you owe the debt.",other,unknown,none,creditor,unknown,unknown
3224,XXXX been paying on a loan amount of XXXX XXXX noticed the amount of the loan get higher as Im paying twards it. I was told they charge a crazy interest rate thats way higher than my state even allows their rate is 228 %,payment,checking,loan,unknown,unknown,outgoing
3226,"Credit Karma falsely offered me 90 % success rate on multiple credit cards, causing unnecessary credit checks and ultimately a decrease in score.",other,unknown,none,Credit Karma,online,unknown
3225,Money transfers would not instantly go through. Unauthorized payments would occur. Or account would have error and just not work for some reason. Not receiving payment.,transfer,unknown,unknown,unknown,unknown,unknown
3228,My credit card with XXXX XXXX is not being properly updated within the three credit bureaus to display my credit limit increase. Every month this becomes a problem and Im unsure on what end to point the finger.,unknown,credit_card,none,XXXX XXXX,unknown,unknown
3229,"I've consistently made sure payments on this account are prompt, avoiding any instances of lateness. I find myself uncertain regarding the basis for late payment remarks on my accounts. According to 15 USC 1666b - Billing Error, corrections should be made.",payment,checking,credit_card,unknown,online,outgoing
3230,Flexible spending credit card. XXXX XX/XX/XXXX and closed XX/XX/XXXX. Last payment made on XX/XX/XXXX. {$4000.00} owed.,payment,credit_card,none,Flexible spending,online,outgoing
3233,"I filled out an application for Macy 's Credit Card Macy 's sent me a letter back stating unable to approve application at this time. 
Reason was, no credit records returned from major reporting agencies. 
What would be the reason for not sending the Credit Report to Macy 's",other,credit_card,none,Macy's,online,unknown
3232,Wells Fargo overcharged me. They sent me one check so far but I had another account I never received anything for.,fee,checking,none,Wells Fargo,other,outgoing
3231,XX/XX/XXXX about XXXX was taken from my account due to fraud and which Wells Fargo said it was handled i have papers saying it was fraud yet Im the one who got charged. I am still XXXX in the bank because they wont return it,debit,checking,none,Wells Fargo,other,outgoing
3235,Unauthorized credit card account opened and showing on credit report,unknown,unknown,none,unknown,unknown,unknown
3234,"I have XXXX hard credit checks on my credit report, one from CBNA and the other from Citibank. I have not authorized either of them to do it.",other,unknown,unknown,CBNA,unknown,unknown
3236,CITIZENS BANK REFUSAL TO ALLOW THE OPENING OF A PERSONAL CHECKING ACCOUNT AND BUSINESS CHECKING ACCOUNT.,other,unknown,checking,CITIZENS BANK,branch,unknown
3237,"Citi Banks has failed to open an account under the Fair Credit Reporting Act. Citi Bank has failed to transfer funds under the Electronic funds Act, from the XXXX to, Citibank N.A.XXXX XXXX ; XXXX XXXX XXXX, XXXX XXXX XXXX XXXX.",transfer,unknown,checking,Citibank,online,outgoing
3238,My account at direct express was shut down on XXXX on XX/XX/2022. With no phone call I am on XXXX and i no money was put in to my account. I have called every day for weeks and they will not answer their phone or have they called me.,unknown,other,none,Direct Express,other,unknown
3239,XXXX XXXX Charges from XXXX  Over XXXX dollars was taken out of my account for some phone game! They will not take action and get the money back,purchase,checking,unknown,phone game,unknown,outgoing
3241,XXXXXX/XX/XXXX closed my account abruptly falsely accusing me I owe a balance of {$200.00} when the XXXXXX/XX/XXXX mailed me a check on XX/XX/year>2024 in the amount of {$200.00} to my residence which I have never cashed the check,payment,checking,none,unknown,online,outgoing
3242,I am not able to log in to my venmo account to access my funds Even though all of my passwords and account information is correct.,unknown,unknown,none,Venmo,online,unknown
3240,"XX/XX/2019 made an online XXXX purchase, receiving a 12 month same as cash thru Comenity Capital Bank. So I thought until I received my invoice. After a year of going back and fourth with XXXX, Comenity Bank and XXXX, the bank is refusing to honor the special financing.",purchase,credit_card,none,Comenity Capital Bank,online,outgoing
3244,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,none,unknown,unknown,outgoing
3243,"Us bank has been frauding customers for overdraft fees. They are applying overdraft fees without just cause, my account along with several other people are experiencing they same issue",fee,checking,none,US Bank,unknown,outgoing
3245,someone keeps trying to open creditcards in my name for capital one and XXXX XXXX,unknown,unknown,credit_card,Capital One,online,unknown
3246,"Even though I had met the minimum balance requirement to avoid a maintenance fee, Bank of America still charged me a maintenance fee. I would like a refund of all maintenance fees.",fee,checking,none,Bank of America,online,outgoing
3247,Applied for a credit card {$300.00} was taken from my checking account I never used the card months later I was sent a check the check has expired,purchase,checking,credit_card,unknown,unknown,outgoing
3248,I see multiple 30-60 days late marks which is a clear violation of my right under the FCRA. The company has never responded to any of my attempts to obtain any proof or documentation that will prove this account is being reported accurately.,other,unknown,none,unknown,unknown,unknown
3249,"I was trying to get this off my credit since the Balance Is XXXX, I Am Having Problems Getting The Paperwork, To Prove That My Balance Is XXXX, Because I Am Trying To Get This Account Off My Credit.",unknown,credit_card,none,unknown,unknown,unknown
3250,XXXX XXXX or XXXX charges to my account from a loan company illegally charging me. The bank closed my account,other,loan,checking,loan company,unknown,outgoing
3252,"I open my business account with BMO bank, and I deposited a business check back to XX/XX/XXXX and they freeze my account from XX/XX/XXXX and that ruin my business I cant pay my suppliers. I cant access to my money",deposit,checking,none,BMO bank,branch,incoming
3253,I apply for credit card care credit I was denied I would like to know the reason why I wasnt approved,unknown,credit_card,none,CareCredit,online,unknown
3254,Zelle is not acting right payments been sent that I wasnt aware of and I see there is a lot of complaints also so I need someone to expand to me how to get my money back from in authorized payments,transfer,checking,unknown,Zelle,Zelle,outgoing
3251,Capital One Bank # XXXX and XXXX XXXX # XXXX are double reporting on my account. Capital One was sold to XXXX XXXX  but they are both on my credit and reporting a balance. This is in violation and it needs to be removed.,unknown,credit_card,unknown,Capital One Bank,online,unknown
3255,I recently received a copy of my 3 bureus consumer report and I noticed some late payments/inaccurate information posted on my consumer report : XXXX XXXX Balance {$0.00} XXXX XXXX Balance {$0.00} XXXX XXXX XXXXXXXX Balance {$16000.00},other,checking,none,unknown,online,unknown
3256,"By the provisions of the Fair Credit Reporting Act, I am submitting this complaint to request that the following accounts appearing to be inaccurate and incomplete be immediately investigated and corrected on my XXXX XXXX 
XXXX XXXX Balance {$14000.00} XXXX XXXX XXXX XXXXXXXX Balance {$0.00}",unknown,credit_card,none,unknown,unknown,unknown
3257,I received the response from complaint XXXX and I am disputing the charge for the RETURN PAYMENT FEE. This was CREDITED to me so why is PAYPAL CREDIT recharging me for it on my minimum payment?,fee,credit_card,credit_card,Paypal Credit,online,outgoing
3259,"Hello, The account under my Equifax named XXXX/XXXX  is showing that is still open. This account is suppose to be closed because it was included in my chapter XXXX bankruptcy that was discharged XX/XX/2020. It is showing to have a balance of {$170.00} and a limit of {$250.00}.",unknown,credit_card,none,Equifax,online,unknown
3258,"Wells Fargo issued me a Store Card for XXXX XXXX. I did not apply for this card, nor do I want it. I've attempted to create an online account to manage the card/close it but am unable to do so. I want the account closed.",unknown,credit_card,none,Wells Fargo,online,unknown
3260,none compliant refusing to remove instead leave a {$2.00} balance and provide verification account created online,fee,unknown,none,unknown,online,outgoing
3261,Despite using Zelle numerous of times and reporting discrepancies my financial institution and Zelle failed to investigate my claims adequately they informed me that recovering lost funds was impossible and tracking these transactions was infeasible.,transfer,unknown,unknown,Zelle,Zelle,unknown
3263,There's was on going transaction from a car rental place where the vehicle got turned in on XX/XX/XXXX after that they charged my card again in XXXX I made a dispute they didn't handle the situation now in still in the negative where they refuse to investigate the situation,purchase,credit_card,none,car rental,card_not_present,outgoing
3264,"XXXX unauthorized charges were made on my Wells Fargo account through XXXX. I spotted this immediately and called Wells Fargo to alert them of the fraud. They provided a credit for both, but then months later reversed the credits without explanation, assisting in the fraud. This cost me {$600.00}.",chargeback,checking,none,Wells Fargo,online,outgoing
3262,Navy federal has been been letting my account since XX/XX/XXXX. They been charging me return check fees for payments Ive made when I had sufficient. This been going back to as far as XXXX.,fee,checking,none,Navy Federal,online,outgoing
3266,There was a problem accessing funds in deposit,deposit,unknown,unknown,none,unknown,incoming
3265,"XX/XX/XXXX, XX/XX/XXXX I sent certified letter to XXXX. They did not take off charge off thats been XXXX  out.",other,other,none,unknown,other,unknown
3267,There is a financing company that reporting as a credit card from XXXX XXXXk this information is incorrect and I have file a dispute last year and nothing was done got the run around just had disputed it again I need the bureaus to remove or correct this information,unknown,credit_card,unknown,XXXX XXXXk,unknown,unknown
3268,"I am not able to dispute the charges on the chase credit card online, each time I try to dispute a charge online, it asks me to call the customer service, I can not call the customer service to dispute every single charge. I have attached the screenshot.",unknown,credit_card,none,chase,online,unknown
3269,"Chase freedom credit card. 
I am attaching letter and billing information from their company which I will also attach that I don't have a chase freedom card not did I apply for one",unknown,credit_card,unknown,Chase,unknown,unknown
3272,On Thursday XX/XX/2023 I sent XXXX $ through world remit and they have removed the money from my account but the recipient hasnt received the money yet,transfer,checking,unknown,WorldRemit,online,outgoing
3270,This account was opened in my name without my consent. I have no knowledge of this account it doesnt belong to me.,unknown,unknown,none,unknown,unknown,unknown
3271,I received a letter from capital one showing they have no record of an account.,unknown,credit_card,none,capital one,unknown,unknown
3276,I received a credit card I did not request.,unknown,credit_card,none,unknown,unknown,unknown
3273,Interest rate on my Sears Master Card with Citi Bank is way to high as my credit score is XXXX.,interest,credit_card,none,Sears,unknown,outgoing
3274,"i was discriminated against when applying for the gold card with American Express, i was denied an extension of credit. not once but twice.",unknown,credit_card,none,American Express,online,unknown
3275,Umb did not send me my credit card or open an account. I have a high credit score and should be approved.,unknown,unknown,unknown,Umb,unknown,unknown
3277,I applied for a credit card with Home Depot  on XX/XX/2020. They never responded to me.,unknown,unknown,none,Home Depot,online,unknown
3278,"I tried to transfer over {$1400.00} dollars from Coinbase.com to XXXX.com and my money has been pending on XXXX.com for over 6 days now. I have emailed them for customer support, opened a support ticket, and tried calling but they are not responding.",transfer,other,other,XXXX.com,online,outgoing
3279,I have an Apple Credit card issued to me that I have no idea how or when I applied for this! It also now has my storage fee for my Apple account charged to this card. It all seems very unethical to me.,purchase,credit_card,unknown,Apple,card_not_present,outgoing
3280,Interest rates and fee are extreme. I do not have online access to my account as a penalty for falling behind.,fee,unknown,none,unknown,online,outgoing
3281,"XXXX XXXX XXXX reported a collection debt of {$1100.00}, but I never received a check. It does appear on my XXXX credit report opened date XX/XX/2023, reporting a high balance of {$1100.00}",unknown,unknown,unknown,unknown,unknown,unknown
3284,"I want to remove my consumer statement an fraud alert from my credit report, Please remove it permanently. Thank you.",other,unknown,none,unknown,unknown,unknown
3283,I have sent several disputes to the credit bureaus to update this balance however they refuse to. This balance has been paid off for 3 months now and none of them will update it to the correct balance.,payment,credit_card,none,credit bureaus,online,outgoing
